date,open,high,low,close,volume,daily_return,rsi,macd,macd_signal,target,SMA_10,SMA_50,y_pred_crossover,y_pred_rsi,y_pred,y_pred_best,y_pred_xgb,y_pred_svm
2008-05-09,183.18,184.25,181.37,183.45,24038300.0,-0.008699881119636932,69.51383733871381,10.02787416239363,9.476638219569296,1,180.467,150.100602,1,0,0,0,0,0
2008-05-12,185.12,188.87,182.85,188.16,29234400.0,0.025674570727718837,72.64702083740713,10.09428413304451,9.600167402264338,1,182.059,151.36340199999998,1,0,0,0,0,0
2008-05-13,188.6,191.45,187.86,189.96,29401300.0,0.00956632653061229,73.75704414841235,10.174869903405778,9.715107902492626,-1,183.55,152.728002,1,0,0,0,0,0
2008-05-14,191.29,192.24,185.57,186.26,32743700.0,-0.019477784796799402,67.67731171901801,9.826897274447731,9.737465776883647,1,184.781,153.960802,1,0,0,0,0,0
2008-05-15,186.78,189.9,184.2,189.73,31186000.0,0.0186298722216256,70.1614254146686,9.719090829828787,9.733790787472676,-1,185.754,155.265604,1,0,0,0,0,0
2008-05-16,190.3,190.3,187.0,187.6201,27348900.0,-0.011120539714330802,66.79974900392378,9.355557110200493,9.65814405201824,-1,186.42201,156.599406,1,0,0,0,0,0
2008-05-19,187.9,188.69,181.3,183.6,33779300.0,-0.02142680874810332,60.82024280914068,8.64342947105925,9.455201135826442,1,186.30901,157.826406,1,0,0,0,0,0
2008-05-20,181.83,186.16,180.12,185.9,34637500.0,0.012527233115468439,62.86816103416215,8.170469873771282,9.19825488341541,-1,186.23301,159.150606,1,0,0,0,0,0
2008-05-21,185.61,188.0,176.25,178.19,41344900.0,-0.041473910704679984,52.88835393890417,7.091763979898673,8.776956702712063,-1,185.79301,160.167404,1,0,0,0,0,0
2008-05-22,179.18,181.33,172.0,177.05,43097700.0,-0.006397665413322762,51.58445072173699,6.0748660404839825,8.236538570266447,1,184.99201,161.187804,1,0,0,0,0,0
2008-05-23,180.75,181.99,177.8,181.17,32389900.0,0.023270262637672845,55.823368136972476,5.537582856720519,7.696747427557262,1,184.76400999999998,162.252404,1,0,0,0,0,0
2008-05-27,182.8,186.43,181.84,186.43,28210900.0,0.02903350444334052,60.569849094518986,5.473129275632658,7.252023797172342,1,184.59101,163.448804,1,0,0,0,0,0
2008-05-28,187.49,187.95,183.72,187.01,26570700.0,0.0031110872713617788,61.06658841116384,5.406527418362884,6.882924521410451,-1,184.29601,164.654404,1,0,0,0,0,0
2008-05-29,186.93,188.2,185.5,186.69,23113800.0,-0.0017111384417944908,60.61288533635394,5.267206562457943,6.55978092961995,1,184.33901,165.731804,1,0,0,0,0,0
2008-05-30,187.5,189.54,187.38,188.75,21792300.0,0.01103433499383999,62.5422388315296,5.262357384042872,6.300296220504535,-1,184.24101000000002,166.913404,1,0,0,0,0,0
2008-06-02,188.5,189.65,184.53,186.1,24280000.0,-0.014039735099337758,58.56776512757208,4.987192274070452,6.0376754312177185,-1,184.089,167.97000400000002,1,0,0,0,0,0
2008-06-03,186.9,188.2,182.3354,185.37,26804300.0,-0.003922622246104179,57.48404976351037,4.656539355726579,5.761448216119492,0,184.26600000000002,168.886804,1,0,0,0,0,0
2008-06-04,184.0,187.09,183.23,185.19,25963700.0,-0.0009710309111506943,57.2029829416123,4.330055851545779,5.47516974320475,1,184.195,169.771004,1,0,0,0,0,0
2008-06-05,186.25,189.84,185.7,189.43,26980200.0,0.022895404719477375,61.925509042243455,4.363152184719837,5.252766231507768,-1,185.319,170.65840400000002,1,0,0,0,0,0
2008-06-06,188.0,189.95,185.55,185.64,34515100.0,-0.020007390592831187,55.97922333361214,4.037023645927775,5.009617714391769,-1,186.178,171.566204,1,0,0,0,0,0
2008-06-09,184.92,184.94,175.75,181.61,67442600.0,-0.021708683473389168,50.43364247363114,3.414022384527385,4.690498648418893,1,186.222,172.33820400000002,1,0,0,0,0,0
2008-06-10,180.33,186.78,179.02,185.64,40747900.0,0.02219040801717953,55.21187955447203,3.2084912266265064,4.394097164060415,-1,186.143,173.181004,1,0,0,0,0,0
2008-06-11,184.34,186.0,179.59,180.81,34341100.0,-0.02601809954751122,49.10232541993659,2.6255993937796234,4.040397610004257,-1,185.523,173.806602,1,0,0,0,0,0
2008-06-12,181.45,182.6,171.2,173.26,46726200.0,-0.041756540014379784,41.391922283916,1.536717195466224,3.539661527096651,-1,184.18,174.322002,1,0,0,0,0,0
2008-06-13,171.5,174.16,165.31,172.37,48069900.0,-0.0051367886413481445,40.582926742944565,0.5950947643606526,2.9507481745494517,1,182.542,174.737202,1,0,0,0,0,0
2008-06-16,171.25,177.9,169.07,176.84,37561800.0,0.025932586877066788,46.26361762337842,0.20715588227668036,2.4020297160948973,1,181.616,175.212402,1,0,0,0,0,0
2008-06-17,178.17,181.99,177.41,181.43,32130600.0,0.02595566613888267,51.40169745667082,0.26700825805392014,1.975025424486702,-1,181.222,175.723202,1,0,0,0,0,0
2008-06-18,181.0,182.2,177.35,178.75,28981000.0,-0.014771537231990317,48.486550189453816,0.09706914211807316,1.5994341680129764,1,180.57800000000003,176.241402,1,0,0,0,0,0
2008-06-19,178.48,182.34,176.8,180.9,28283900.0,0.012027972027972123,50.89267243219217,0.1343297305772353,1.3064132805258282,-1,179.725,176.830602,1,0,0,0,0,0
2008-06-20,176.55,181.0,175.0,175.27,31727400.0,-0.031122166943062468,44.96931496191085,-0.2871251329442259,0.9877055978318174,-1,178.688,177.245002,1,0,0,0,0,0
2008-06-23,174.78,175.88,171.56,173.16,23063600.0,-0.01203856906487144,42.95164010627805,-0.7823718193733669,0.6336901143907806,0,177.84300000000002,177.76540200000002,1,0,0,0,0,0
2008-06-24,172.06,175.78,171.63,173.25,22212400.0,0.0005197505197505059,43.06897539532942,-1.154290199688262,0.27609405157497213,1,176.60399999999998,178.27480200000002,0,0,0,0,0,0
2008-06-25,174.5,178.83,173.88,177.39,23016100.0,0.02389610389610386,48.333256684368806,-1.1022685295681356,0.00042153534635058776,-1,176.262,178.855002,0,0,0,0,0,0
2008-06-26,174.14,174.844,168.01,168.26,31057500.0,-0.05146851569987032,39.630205606367944,-1.7772684344077447,-0.3551164586044685,1,175.762,179.14620200000002,0,0,0,0,0,0
2008-06-27,166.44,170.57,164.15,170.09,37223200.0,0.010876025199096695,41.888860409253816,-2.139877836382823,-0.7120687341601395,-1,175.53400000000002,179.45820200000003,0,0,0,0,0,0
2008-06-30,170.04,172.0,166.62,167.44,24435600.0,-0.015579987065671097,39.579559187787844,-2.6109834608774634,-1.0918516795036042,1,174.594,179.586202,0,0,0,0,0,0
2008-07-01,164.05,174.72,164.0,174.68,39688600.0,0.043239369326325994,48.012154105239944,-2.372778654303403,-1.348037074463564,-1,173.91899999999998,179.716602,0,0,0,0,0,0
2008-07-02,175.05,177.45,168.1788,168.18,29911400.0,-0.037210899931303,42.30373865214347,-2.677629262778993,-1.6139555121266498,1,172.862,179.876202,0,0,0,0,0,0
2008-07-03,169.59,172.17,165.75,170.12,18691500.0,0.01153525984064685,44.42746072006331,-2.7312002037467096,-1.837404450450662,1,171.78400000000002,180.020802,0,0,0,0,0,0
2008-07-07,173.0,177.13,171.9,175.16,29299700.0,0.029626146249706053,49.61611949425599,-2.339995667994941,-1.9379226939595178,1,171.773,180.14520200000004,0,0,0,0,0,0
2008-07-08,175.4,179.7,172.7401,179.55,31726800.0,0.025062799725964924,53.67347670718618,-1.6566303403490679,-1.8816642232374279,-1,172.41199999999998,180.341602,0,0,0,0,0,0
2008-07-09,180.25,180.91,174.14,174.25,31992000.0,-0.029518240044555943,48.58646256505875,-1.5251431994259406,-1.8103600184751305,1,172.512,180.381802,0,0,0,0,0,0
2008-07-10,174.91,177.34,171.37,176.63,30024600.0,0.013658536585365866,50.83968290833095,-1.2148881095354511,-1.6912656366871948,-1,172.436,180.41340200000002,0,0,0,0,0,0
2008-07-11,175.37,177.11,171.0,172.58,33214700.0,-0.022929287210552984,47.060116945044044,-1.2810428042419062,-1.609221070198137,1,172.868,180.38600200000002,0,0,0,0,0,0
2008-07-14,175.37,179.3,173.08,173.88,31644800.0,0.0075327384401435715,48.38651921744312,-1.2145709234080186,-1.5302910408401136,-1,173.247,180.263602,0,0,0,0,0,0
2008-07-15,172.3,173.74,166.39,169.64,37144400.0,-0.024384633080285267,44.47276458332395,-1.4868841686417795,-1.521609666400447,1,173.46699999999998,180.03760199999996,0,0,0,0,0,0
2008-07-16,170.08,172.93,168.6,172.81,26706800.0,0.018686630511671964,47.86786639299407,-1.4304129599942712,-1.503370325119212,-1,173.28000000000003,179.799202,0,0,0,0,0,0
2008-07-17,174.09,174.98,171.39,171.81,27054500.0,-0.005786702158439905,46.89380211149788,-1.4496402129342982,-1.4926243026822292,-1,173.643,179.502202,0,0,0,0,0,0
2008-07-18,168.21,169.65,165.0,165.15,31014800.0,-0.038763750654793094,40.92135315423666,-1.9794662348909071,-1.5899926891239649,1,173.14600000000002,179.153402,0,0,0,0,0,0
2008-07-21,166.9,167.5,161.12,166.29,48588200.0,0.006902815622161551,42.2765567190007,-2.281073901838198,-1.7282089316668117,-1,172.25900000000001,178.77800200000001,0,0,0,0,0,0
2008-07-22,148.9,162.76,146.53,162.02,67128300.0,-0.02567803235311794,38.69602098193989,-2.8320078414483305,-1.9489687136231155,1,170.506,178.34940199999997,0,0,0,0,0,0
2008-07-23,165.15,168.37,161.56,166.26,37920300.0,0.02616960869028495,43.787070145752004,-2.8931440295594655,-2.1378037768103857,-1,169.707,177.91140199999998,0,0,0,0,0,0
2008-07-24,164.3,165.26,158.45,159.03,29986400.0,-0.04348610609888126,37.99305104834988,-3.484824586859503,-2.4072079388202092,1,167.947,177.29280200000002,0,0,0,0,0,0
2008-07-25,160.37,163.0,158.65,162.12,22629900.0,0.019430296170533934,41.55267051796773,-3.6621831478568367,-2.658202980627535,-1,166.901,176.810002,0,0,0,0,0,0
2008-07-28,162.18,162.47,154.02,154.4,27882600.0,-0.04761904761904756,35.993269374742084,-4.375245460343592,-3.0016114765707465,1,164.953,176.10340200000002,0,0,0,0,0,0
2008-07-29,156.55,159.45,153.65,157.08,24431100.0,0.01735751295336785,39.042286857805216,-4.670262993370585,-3.3353417799307143,1,163.697,175.4926,0,0,0,0,0,0
2008-07-30,157.71,160.49,156.08,159.88,25899400.0,0.017825311942959,42.143247429460025,-4.624817892541358,-3.5932370024528435,-1,162.404,175.0182,0,0,0,0,0,0
2008-07-31,157.7,162.2,156.98,158.95,22767800.0,-0.005816862646985332,41.39011080414188,-4.610696313344221,-3.796728864631119,-1,161.118,174.47920000000002,0,0,0,0,0,0
2008-08-01,159.94,159.99,155.75,156.66,19451400.0,-0.014407046240956234,39.51739738928391,-4.729766912966454,-3.983336474298186,-1,160.269,174.0486,0,0,0,0,0,0
2008-08-04,156.58,157.9,152.91,153.23,21161700.0,-0.021894548704200267,36.829493130477125,-5.042773600272,-4.195223899492949,1,158.963,173.5722,0,0,0,0,0,0
2008-08-05,155.5,160.8,154.82,160.64,24584700.0,0.04835867649937997,45.46022413824384,-4.639428143314575,-4.284064748257275,1,158.825,173.1616,0,0,0,0,0,0
2008-08-06,159.97,167.4,158.0,164.19,28264600.0,0.022099103585657476,49.0515825306172,-3.9873548862304062,-4.224722775851901,-1,158.618,172.7168,0,0,0,0,0,0
2008-08-07,162.89,166.15,161.5,163.57,24013300.0,-0.0037761130397709897,48.451514111263016,-3.4804900279880258,-4.075876226279126,1,159.072,172.248,0,0,0,0,0,0
2008-08-08,163.86,169.65,163.75,169.55,25499900.0,0.03655927126001113,54.263266108703924,-2.5666729450005334,-3.774035570023408,1,159.815,171.9052,0,0,0,0,0,0
2008-08-11,170.07,176.5,169.67,173.56,31832300.0,0.02365084046004129,57.70669160830743,-1.501583515936261,-3.319545159205979,1,161.731,171.60139999999998,0,0,0,0,0,0
2008-08-12,173.52,179.29,173.51,176.73,29867100.0,0.01826457709149576,60.25420405619411,-0.39712218529118104,-2.7350605644230193,1,163.696,171.414,0,0,0,0,0,0
2008-08-13,177.98,180.0,175.9,179.3,30083800.0,0.014541956657047495,62.2400024607863,0.677736375018128,-2.05250117653479,0,165.63799999999998,171.29260000000002,0,0,0,0,0,0
2008-08-14,178.33,180.45,177.84,179.32,25403600.0,0.0001115448968209698,62.255806775215945,1.5137339778243586,-1.3392541456629603,-1,167.675,171.17520000000002,0,0,0,0,0,0
2008-08-15,179.04,179.75,175.05,175.74,25294700.0,-0.019964309614097564,57.607840047113854,1.8658832794209559,-0.6982266606461771,-1,169.583,170.9014,0,0,0,0,0,0
2008-08-18,175.57,177.81,173.82,175.39,19714800.0,-0.001991578468191757,57.158542556916956,2.0925998743536525,-0.14006135364621125,-1,171.799,170.69639999999998,1,0,0,0,0,0
2008-08-19,174.54,177.07,171.81,173.53,22007300.0,-0.010604937567706196,54.71624664591859,2.0980034758040347,0.3075516122438379,1,173.088,170.5348,1,0,0,0,0,0
2008-08-20,174.7725,176.94,173.61,175.84,18105400.0,0.013311819281968562,57.164224521732294,2.2626016994383065,0.6985616296827317,-1,174.25300000000001,170.33880000000002,1,0,0,0,0,0
2008-08-21,174.47,175.45,171.89,174.29,19276600.0,-0.00881483166515018,55.015148572191144,2.2421290632607622,1.0072751163983378,1,175.325,170.2084,1,0,0,0,0,0
2008-08-22,175.82,177.5,175.57,176.79,15700400.0,0.014343909575994074,57.77264119944962,2.3999681196656866,1.2858137170518076,-1,176.049,170.27900000000002,1,0,0,0,0,0
2008-08-25,176.15,176.23,171.66,172.55,17300900.0,-0.023983256971548017,51.95573460080146,2.158047515770221,1.4602604767954905,1,175.948,170.28259999999997,1,0,0,0,0,0
2008-08-26,172.76,174.88,172.6101,173.64,15912500.0,0.00631700956244563,53.258650662831926,2.030867013963018,1.574381784228996,1,175.63899999999998,170.21859999999998,1,0,0,0,0,0
2008-08-27,173.31,175.76,172.1909,174.67,17063600.0,0.005931812946325721,54.5139534194392,1.9902456291970907,1.657554553222615,-1,175.176,170.0834,1,0,0,0,0,0
2008-08-28,175.28,176.25,172.75,173.74,15406600.0,-0.005324325871643554,53.1265920361252,1.8615508618825345,1.6983538149545991,-1,174.618,169.98320000000004,1,0,0,0,0,0
2008-08-29,172.96,173.5,169.0401,169.53,21403200.0,-0.024231610452400187,47.26272022366762,1.403666917554773,1.6394164354746341,-1,173.997,169.7558,1,0,0,0,0,0
2008-09-02,172.4,173.5,165.0,166.19,27884400.0,-0.0197015277532,43.18982696313068,0.7624909849041899,1.4640313453605454,1,173.077,169.57420000000002,1,0,0,0,0,0
2008-09-03,166.84,168.68,164.0,166.96,26244100.0,0.004633251098140834,44.37982328930962,0.3128803141961498,1.2338011391276664,-1,172.42000000000002,169.45019999999997,1,0,0,0,0,0
2008-09-04,165.86,167.9125,160.81,161.22,26549500.0,-0.034379492093914776,37.99118627012411,-0.500836083813823,0.8868736945393686,-1,170.95800000000003,169.2096,1,0,0,0,0,0
2008-09-05,158.59,162.4,157.65,160.18,28103000.0,-0.0064508125542735995,36.95322506308564,-1.215618605516056,0.46637523452828367,-1,169.54699999999997,168.86540000000002,1,0,0,0,0,0
2008-09-08,164.57,164.89,151.4585,157.92,37356400.0,-0.014109127231864305,34.732503357459194,-1.9420650985247505,-0.015312832082323147,-1,167.66,168.6586,0,0,0,0,0,0
2008-09-09,156.86,159.96,149.79,151.68,44465200.0,-0.03951367781155002,29.467013852086964,-2.986864315571154,-0.6096231287800893,0,165.573,168.29039999999998,0,1,0,0,0,0
2008-09-10,152.32,154.99,148.8,151.61,34755100.0,-0.00046149789029525934,29.413144437687677,-3.776984906526934,-1.2430954843294584,1,163.37,167.9738,0,1,0,0,0,0
2008-09-11,148.18,152.99,146.0,152.65,34683400.0,0.006859705824153961,31.419135820930705,-4.270019729566059,-1.8484803333767785,-1,161.168,167.5332,0,0,0,0,0,0
2008-09-12,150.9099,150.9099,146.5,148.94,28322400.0,-0.02430396331477236,28.326534565944684,-4.903593796282564,-2.4595030259579356,-1,158.68800000000002,167.1484,0,1,0,0,0,0
2008-09-15,142.03,147.69,140.36,140.36,32879800.0,-0.05760709010339726,22.749538432673177,-6.028546768253818,-3.173311774417112,-1,155.77100000000002,166.5532,0,1,0,0,0,0
2008-09-16,133.86,142.5,132.15,139.88,42851300.0,-0.0034197777144486796,22.482854421942207,-6.879509389960589,-3.914551297525808,-1,153.14000000000001,165.84760000000003,0,1,0,0,0,0
2008-09-17,138.49,138.51,127.83,127.83,42873400.0,-0.08614526737203321,17.072251325416232,-8.429072590557524,-4.817455556132151,1,149.227,164.8132,0,1,0,0,0,0
2008-09-18,130.57,140.0,120.68,134.09,59866200.0,0.04897128999452405,26.91256452428256,-9.047686806517419,-5.663501806209204,1,146.51399999999998,164.01,0,1,0,0,0,0
2008-09-19,142.6,144.2,136.31,140.91,51102700.0,0.050861361771944225,35.84435716307145,-8.885202938035633,-6.307842032574491,-1,144.58700000000002,163.2956,0,0,0,0,0,0
2008-09-22,139.94,140.25,130.66,131.05,30596900.0,-0.06997374210488949,30.114444652987956,-9.443197594489675,-6.934913144957528,-1,141.9,162.465,0,0,0,0,0,0
2008-09-23,131.85,135.8,126.66,126.84,45727300.0,-0.03212514307516223,28.05244857963973,-10.10859856356916,-7.569650228679855,1,139.416,161.5242,0,1,0,0,0,0
2008-09-24,127.27,130.95,125.15,128.71,37393400.0,0.014742983286029743,30.334243081915503,-10.365552615542384,-8.12883070605236,1,137.12600000000003,160.7056,0,0,0,0,0,0
2008-09-25,129.8,134.79,128.52,131.93,35930200.0,0.025017481159195,34.2037918591048,-10.191877840130559,-8.541440132868,-1,135.054,159.888,0,0,0,0,0,0
2008-09-26,124.91,129.8,123.0,128.24,40230400.0,-0.027969377700295617,32.00959153196362,-10.234020077740894,-8.87995612184258,-1,132.98399999999998,159.0166,0,0,0,0,0,0
2008-09-29,119.62,119.68,100.59,105.26,93644900.0,-0.1791952588895821,22.380580116609394,-11.983572884099516,-9.500679474293968,1,129.474,157.8188,0,1,0,0,0,0
2008-09-30,108.25,115.0,106.3,113.66,58095800.0,0.07980239407182199,30.59888015408174,-12.547654736556012,-10.110074526746377,-1,126.852,156.7662,0,0,0,0,0,0
2008-10-01,111.92,112.36,107.39,109.12,46303000.0,-0.03994369171212386,28.822621030041987,-13.20877123364808,-10.729813868126719,-1,124.98100000000002,155.7082,0,1,0,0,0,0
2008-10-02,108.01,108.79,100.0,100.1,57477300.0,-0.08266129032258074,25.638244319232868,-14.295756851214222,-11.44300246474422,-1,121.58200000000002,154.385,0,1,0,0,0,0
2008-10-03,104.0,106.5,94.65,97.07,81942800.0,-0.030269730269730233,24.65291802284308,-15.226178553282125,-12.199637682451801,1,117.19800000000001,153.1458,0,1,0,0,0,0
2008-10-06,91.96,98.78,87.54,98.14,75264900.0,0.01102297311218714,25.73829976647663,-15.696267595605619,-12.898963665082565,-1,113.90700000000001,151.8662,0,1,0,0,0,0
2008-10-07,100.48,101.5,88.95,89.16,67099000.0,-0.09150193600978196,22.773332493998524,-16.602049408302307,-13.639580813726514,1,110.13899999999998,150.56140000000002,0,1,0,0,0,0
2008-10-08,85.9125,96.33,85.68,89.79,78847900.0,0.0070659488559894346,23.439667692801066,-17.072253969152385,-14.32611544481169,-1,106.247,149.21560000000002,0,1,0,0,0,0
2008-10-09,93.35,95.8,86.6,88.74,57763700.0,-0.01169395255596406,23.082200570472693,-17.329852938830925,-14.926862943615538,1,101.928,147.7928,0,1,0,0,0,0
2008-10-10,85.7,100.0,85.0,96.8,79260700.0,0.09082713545188192,31.69364830095698,-16.691221328877276,-15.279734620667885,1,98.78399999999999,146.5498,0,0,0,0,0,0
2008-10-13,104.55,110.53,101.02,110.26,54967000.0,0.13904958677685952,43.14183843569008,-14.926923385707028,-15.209172373675715,-1,99.28399999999999,145.6218,0,0,0,0,0,0
2008-10-14,116.26,116.4,103.14,104.08,70749800.0,-0.05604933792853262,39.84022920094838,-13.867522736377552,-14.940842446216084,-1,98.326,144.6388,0,0,0,0,0,0
2008-10-15,103.84,107.0,97.89,97.95,56577700.0,-0.05889700230591843,36.82944979856829,-13.36847638449403,-14.626369233871674,1,97.209,143.385,0,0,0,0,0,0
2008-10-16,99.77,103.43,91.74,101.89,70732900.0,0.04022460438999498,39.96958868937002,-12.510836349434356,-14.203262656984212,-1,97.388,142.139,0,0,0,0,0,0
2008-10-17,99.6,102.04,85.885,97.4,62936700.0,-0.04406713121994299,37.67142454744952,-12.054499155590634,-13.773509956705496,1,97.421,140.81560000000002,0,0,0,0,0,0
2008-10-20,99.78,100.03,93.64,98.44,55327500.0,0.010677618069815153,38.55272836398835,-11.476633842401483,-13.314134733844694,-1,97.451,139.3934,0,0,0,0,0,0
2008-10-21,96.95,97.9,91.16,91.49,78345000.0,-0.07060138155221463,34.991966362641676,-11.447518467767239,-12.940811480629204,1,97.684,137.752,0,0,0,0,0,0
2008-10-22,97.37,101.25,92.93,96.87,80314600.0,0.058804240900645066,39.6395026798863,-10.865077436725969,-12.525664671848556,1,98.39200000000001,136.15480000000002,0,0,0,0,0,0
2008-10-23,96.51,99.25,91.9,98.23,59836800.0,0.014039434293382946,40.79183743889486,-10.176440418824967,-12.05581982124384,-1,99.341,134.5334,0,0,0,0,0,0
2008-10-24,90.33,97.9,90.11,96.38,56787800.0,-0.018833350300315632,39.682055838681855,-9.668517508289156,-11.578359358652904,-1,99.299,132.87460000000002,0,0,0,0,0,0
2008-10-27,95.07,97.63,91.86,92.09,43170400.0,-0.044511309400290466,37.15752174810825,-9.502611894527021,-11.163209865827728,1,97.482,131.20159999999998,0,0,0,0,0,0
2008-10-28,95.43,100.5,92.37,99.91,58361900.0,0.08491692909110649,44.1344648799691,-8.640519326542147,-10.658671757970613,1,97.065,129.692,0,0,0,0,0,0
2008-10-29,100.86,109.54,99.94,104.55,69677800.0,0.04644179761785616,47.83517879926989,-7.496480769556342,-10.026233560287759,1,97.725,128.3124,0,0,0,0,0,0
2008-10-30,108.23,112.19,107.61,111.04,58503200.0,0.06207556193209007,52.56804250686597,-5.997003486794739,-9.220387545589155,-1,98.64,127.01640000000002,0,0,0,0,0,0
2008-10-31,107.4,110.78,105.14,107.59,59277000.0,-0.03106988472622485,49.97245291373698,-5.029071103015198,-8.382124257074363,-1,99.659,125.68240000000002,0,0,0,0,0,0
2008-11-03,105.93,109.1,104.86,106.96,37783500.0,-0.005855562784645496,49.49188545918451,-4.263664578937039,-7.558432321446899,1,100.511,124.2858,0,0,0,0,0,0
2008-11-04,109.99,111.79,106.67,110.99,49952900.0,0.03767763649962608,52.63005056814227,-3.293916851195604,-6.7055292273966405,-1,102.46099999999998,123.05460000000001,0,0,0,0,0,0
2008-11-05,108.91,109.72,102.99,103.3,44873400.0,-0.0692855212181277,46.671113822020224,-3.1100527699030778,-5.986433935897928,-1,103.104,121.6478,0,0,0,0,0,0
2008-11-06,101.05,102.78,98.0,99.1,47109800.0,-0.04065827686350443,43.75710285536365,-3.2656002529940906,-5.44226719931716,-1,103.191,120.1364,0,0,0,0,0,0
2008-11-07,99.24,99.85,95.72,98.24,39116200.0,-0.008678102926337083,43.16282881376986,-3.4188571100825556,-5.03758518147024,-1,103.377,118.62639999999999,0,0,0,0,0,0
2008-11-10,100.17,100.4,94.5,95.88,40136500.0,-0.02402280130293155,41.497284788273646,-3.68823091993724,-4.76771432916364,-1,103.756,117.1534,0,0,0,0,0,0
2008-11-11,94.81,97.17,92.26,94.77,43733500.0,-0.011576971214017462,40.70175757674551,-3.9457946636132846,-4.603330396053569,-1,103.242,115.725,0,0,0,0,0,0
2008-11-12,92.43,93.24,90.01,90.12,42106300.0,-0.04906616017727117,37.46180457997711,-4.473563469472154,-4.577377010737286,1,101.799,114.1882,0,0,0,0,0,0
2008-11-13,89.87,96.44,86.02,96.44,66217400.0,0.07012871726586756,43.987937567921776,-4.331917223698085,-4.528285053329446,-1,100.339,112.8926,0,0,0,0,0,0
2008-11-14,93.76,93.99,90.0,90.24,50188100.0,-0.06428867689755291,39.61992827348637,-4.666161136852878,-4.555860270034133,-1,98.604,111.49380000000001,0,0,0,0,0,0
2008-11-17,88.48,90.55,87.26,88.14,41518800.0,-0.023271276595744572,38.235012139185486,-5.0423788906140175,-4.65316399415011,1,96.722,110.09819999999999,0,0,0,0,0,0
2008-11-18,89.64,90.99,86.86,89.91,43203400.0,0.020081688223281047,40.13445140443525,-5.138476801502492,-4.7502265556205865,-1,94.614,108.8628,0,0,0,0,0,0
2008-11-19,89.44,91.58,86.21,86.29,41853600.0,-0.04026248470692906,37.58845649388444,-5.443983976113088,-4.888978039719087,-1,92.913,107.55640000000001,0,0,0,0,0,0
2008-11-20,85.24,86.45,80.0,80.49,61314800.0,-0.06721520454282082,33.880042178535675,-6.083979808345177,-5.127978393444305,1,91.05199999999999,106.11319999999999,0,0,0,0,0,0
2008-11-21,81.93,84.12,79.14,82.58,56045400.0,0.025965958504162057,36.318147275187414,-6.3493442944718055,-5.372251573649805,1,89.486,104.786,0,0,0,0,0,0
2008-11-24,85.21,94.79,84.84,92.95,51509200.0,0.12557519980624865,46.800213465874876,-5.657657275973037,-5.429332714114452,-1,89.19300000000001,103.8378,0,0,0,0,0,0
2008-11-25,94.63,94.7099,88.16,90.8,44117600.0,-0.023130715438407834,45.1412044827051,-5.222772491952952,-5.388020669682152,1,88.796,102.8562,0,0,0,0,0,0
2008-11-26,89.92,95.25,89.85,95.0,32137000.0,0.04625550660792954,48.94840485282765,-4.487489285191302,-5.207914392783983,-1,89.28399999999999,102.1996,0,0,0,0,0,0
2008-11-28,94.7,94.76,91.86,92.67,10634800.0,-0.02452631578947362,46.99970086516343,-4.046142165532572,-4.975559947333701,-1,88.907,101.3712,0,0,0,0,0,0
2008-12-01,91.3,92.27,88.923,88.93,32991700.0,-0.04035826049422675,43.97349362502343,-3.9525950812924435,-4.770966974125449,1,88.776,100.3316,0,0,0,0,0,0
2008-12-02,90.03,92.65,86.5,92.47,41025800.0,0.03980658945237825,47.424183587821744,-3.5518662251921427,-4.5271468243387885,1,89.209,99.56,0,0,0,0,0,0
2008-12-03,89.4,96.23,88.8,95.9,47810000.0,0.03709311127933401,50.599034779415184,-2.9238095290999837,-4.2064793652910275,-1,89.808,98.94120000000001,0,0,0,0,0,0
2008-12-04,94.43,95.21,89.06,91.41,38977500.0,-0.046819603753910366,46.62953874138322,-2.7565991885252146,-3.916503329937865,1,90.32,98.1952,0,0,0,0,0,0
2008-12-05,90.35,94.49,88.86,94.0,37278400.0,0.028333880319439952,49.10962560946894,-2.3875700135617848,-3.6107166666626496,1,91.671,97.4366,0,0,0,0,0,0
2008-12-08,97.28,100.8,95.8,99.72,42326500.0,0.06085106382978722,54.17434686313912,-1.6149395202022703,-3.211561237370574,1,93.385,96.86619999999999,0,0,0,0,0,0
2008-12-09,98.395,103.6,97.21,100.06,42982000.0,0.003409546730846369,54.464440465669874,-0.9640758627815416,-2.7620641624527678,-1,94.096,96.76219999999999,0,0,0,0,0,0
2008-12-10,97.87,99.49,96.5,98.21,33501700.0,-0.018488906656006443,52.51638288944961,-0.5907316769073816,-2.3277976653436907,-1,94.837,96.4532,0,0,0,0,0,0
2008-12-11,97.35,101.24,94.83,95.0,37164900.0,-0.03268506262091431,49.226320705451506,-0.5475619395198663,-1.9717505201789258,1,94.837,96.1708,0,0,0,0,0,0
2008-12-12,92.8,99.0,92.53,98.27,37184800.0,0.03442105263157891,52.49150695532585,-0.24664477274025387,-1.6267293706911916,-1,95.397,96.13419999999998,0,0,0,0,0,0
2008-12-15,95.99,96.21,93.0,94.75,31848500.0,-0.035819680472168436,48.84974762194652,-0.2888704138930791,-1.359157579331569,1,95.979,96.08779999999999,0,0,0,0,0,0
