rsi,macd,macd_signal
52.72950852831045,2.724818815058981,4.846229188928852
49.89638313479156,2.279160948934603,4.332815540930002
55.667989482066986,2.2629998179376116,3.9188523963315243
51.99830325401697,2.020332267236981,3.539148370512616
56.31137324239606,2.0911729922750766,3.2495532948651085
50.553883793353386,1.7885989393302992,2.9573624237581466
49.10850257476588,1.4418118728997058,2.6542523135864586
52.38125036511168,1.3531118992244586,2.394024230714059
51.835588487145216,1.237884148917928,2.1627962143548327
55.146057092912706,1.3329292545305549,1.9968228223899773
64.69083997446805,2.1205238044603334,2.0215630188040485
52.29879431689695,1.9603711150382424,2.0093246380508876
53.81279423556966,1.9322130693082329,1.9939023243023568
44.65479628932228,1.1701836822626888,1.8291585958944232
49.30071415719871,0.9187910436114919,1.6470850854378372
47.62635321584505,0.571759306279489,1.4320199296061675
43.12031906591584,-0.10550783044817535,1.124514377595299
38.73192423792869,-1.0784606261129,0.6839193768536593
48.44698614998967,-1.065834347774853,0.3339686319279568
51.634831153823114,-0.7494367297290836,0.11728755959654871
54.50826995898272,-0.21380398932595313,0.05106924981204834
56.58749739408073,0.4172906533183891,0.1243135305133165
61.59478571445536,1.460600807489115,0.3915709859084762
59.27149793885411,2.086663169788224,0.7305894226844258
54.18595981247911,2.1497415086859633,1.0144198398847335
58.709951717223184,2.6532958595752376,1.3421950438228345
56.64189863232423,2.853251024977652,1.644406240053798
56.44441006395968,2.9622386784983092,1.9079727277427003
48.42489752940969,2.3453801315016847,1.9954542084944973
50.35560947531494,2.005272949307738,1.9974179566571455
47.22707086637839,1.436752815687882,1.8852849284632929
45.961838805032514,0.8600860122457021,1.6802451452197749
50.43098132401338,0.7574543455915972,1.4956869852941395
54.64142672336413,1.042544015927092,1.40505839142073
59.43593086067451,1.7374428286865111,1.4715352788738865
60.04387648520345,2.326694686789338,1.6425671604569767
57.467395621679096,2.5823570293281364,1.830525134231209
58.22246327426129,2.8234331435186277,2.0291067360886927
52.77621142315082,2.6012171857645114,2.1435288260238563
58.92611987680358,2.9606637466606998,2.306955810151225
61.37383081664116,3.4630145992527446,2.538167567971529
55.887029356853176,3.4278420239416363,2.7161024591655507
56.530234394046694,3.421050496003403,2.8570920665331214
52.54762073233571,3.0879682391172736,2.903267301049952
54.96399039322575,2.9960323599145653,2.9218203128228746
57.20102789419815,3.084503880654154,2.954357026389131
55.91391274503849,3.03490744954523,2.970467111020351
50.30629481708266,2.576164861644557,2.8916066611451923
53.312958979973985,2.417136738797666,2.7967126766756873
54.71653504978262,2.3742840871222057,2.712226958764991
66.96539735509484,3.5652766353864678,2.8828368940892863
58.01469921769072,3.794854539178857,3.0652404231072006
61.967428416965994,4.410109540279123,3.334214246541585
59.63945058757468,4.6576157714513755,3.5988945515235433
56.83250510545923,4.573495402467202,3.7938147217122755
55.957494271561266,4.386067815343239,3.9122653404384686
56.16634201384826,4.209182180811993,3.9716487085131735
59.09108963400409,4.301830960813874,4.037685158973313
54.15462694199516,3.971207287472751,4.024389584673202
47.37713418685995,3.1037248392713224,3.840256635592826
49.312419637680506,2.54824742442095,3.5818547933584512
54.135217733246286,2.507594208519137,3.3670026763905887
56.99026246996068,2.721582780578757,3.237918697228223
54.85237304514444,2.698678296801205,3.1300706171428194
63.62527563957133,3.6024576522826095,3.2245480241707773
68.69962143265359,5.007384980340305,3.5811154154046827
65.62977465498757,5.821303713373098,4.029153074998366
62.8771397045365,6.183646837961476,4.460051827590988
63.42570249378284,6.466466700952822,4.861334802263355
62.930729429695745,6.580055292174492,5.205078900245582
59.23739093507497,6.339589883106868,5.4319810968178395
49.286680275614366,5.266067526907364,5.398798382835745
56.97133753739879,5.167483714763506,5.352535449221297
54.75098905433483,4.831926782573731,5.248413715891784
49.74059768002195,4.035328880914236,5.005796748896275
52.15329861688423,3.6101273467831163,4.726662868473643
47.9615693571818,2.8218340952925587,4.345697113837426
53.09333871128841,2.6953726122695514,4.015632213523851
47.86302543830556,2.027115067311115,3.6179287842813044
44.01657928993045,1.036917673770347,3.1017265621791132
37.9906945706089,-0.5635722234341927,2.3686668050564523
41.82855953843054,-1.4473341403501792,1.605466615975126
